,Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
164,BTC,8/25/2014,637.41414,632.755,642.66999,632.315
165,BTC,8/26/2014,629.18751,637.41414,637.75668,625.77166
166,BTC,8/27/2014,633.95333,629.18751,637,626.54183
167,BTC,8/28/2014,631.34833,633.95333,636.24333,628.48
168,BTC,8/29/2014,618.24333,631.34833,631.77666,617.17333
169,BTC,8/30/2014,617.86665,618.24333,622.47168,600.75998
170,BTC,8/31/2014,602.015,617.86665,622.18353,602.00996
171,BTC,9/1/2014,582.33333,602.015,605.52831,580.55331
172,BTC,9/2/2014,571.36168,582.33333,606.15331,564.46166
173,BTC,9/3/2014,563.95333,571.36168,572.86663,551.60331
174,BTC,9/4/2014,558.16833,563.95333,571.33081,552.16331
175,BTC,9/5/2014,574.34998,558.16833,588.98666,553.12997
176,BTC,9/6/2014,573.49161,574.34998,586.57499,571.43831
177,BTC,9/7/2014,571.54833,573.49161,590.95497,562.61165
178,BTC,9/8/2014,510.70665,571.54833,572.57667,472.01833
179,BTC,9/9/2014,500.24998,510.70665,526.16333,488.16333
180,BTC,9/10/2014,487.80845,500.24998,505.21231,484.5116
181,BTC,9/11/2014,473.4783,487.80845,487.80845,444.26166
182,BTC,9/12/2014,465.88,473.4783,473.4783,443.19166
183,BTC,9/13/2014,481.16581,465.88,501.64066,460.6783
184,BTC,9/14/2014,428.87498,481.16581,495.98333,420.705
185,BTC,9/15/2014,433.99716,428.87498,457.34863,415.41333
186,BTC,9/16/2014,454.87148,433.99716,456.99333,429.63
187,BTC,9/17/2014,463.445,454.87148,466.63773,445.13629
188,BTC,9/18/2014,457.46948,463.445,467.475,451.80566
189,BTC,9/19/2014,453.81,457.46948,459.925,444.71861
190,BTC,9/20/2014,451.48083,453.81,457.88188,447.71668
191,BTC,9/21/2014,427.98333,451.48083,454.06422,424.82189
192,BTC,9/22/2014,375.59166,427.98333,428.5385,345.22166
193,BTC,9/23/2014,439.24666,375.59166,439.24666,375.59166
194,BTC,9/24/2014,424.51566,439.24666,439.91098,414.08833
195,BTC,9/25/2014,410.03166,424.51566,426.68516,395.1018
196,BTC,9/26/2014,456.28316,410.03166,471.95333,407.85585
197,BTC,9/27/2014,518.09666,456.28316,525.80583,455.18166
198,BTC,9/28/2014,523.455,518.09666,544.31749,494.08333
199,BTC,9/29/2014,491.8785,523.455,530.29783,482.45501
200,BTC,9/30/2014,470.38332,491.8785,498.77333,469.16166
201,BTC,10/1/2014,508.80663,470.38332,512.76836,468.81668
202,BTC,10/2/2014,506.09665,508.80663,511.83165,490.18038
203,BTC,10/3/2014,498.65001,506.09665,508.44998,489.875
204,BTC,10/4/2014,488.84,498.65001,499.59166,483.73666
205,BTC,10/5/2014,488.11333,488.84,490.32333,481.58666
206,BTC,10/6/2014,470.08816,488.11333,501.62333,469.98333
207,BTC,10/7/2014,449.77834,470.08816,473.48499,441.13883
208,BTC,10/8/2014,453.14829,449.77834,464.18666,449.50008
209,BTC,10/9/2014,427.78166,453.14829,458.45584,424.40166
210,BTC,10/10/2014,433.60498,427.78166,446.73085,422.07659
211,BTC,10/11/2014,445.85668,433.60498,450.08171,432.00828
212,BTC,10/12/2014,455.55666,445.85668,456.43,433.97666
213,BTC,10/13/2014,454.59833,455.55666,460.42666,448.27006
214,BTC,10/14/2014,442.97833,454.59833,454.59833,440.90333
215,BTC,10/15/2014,439.29035,442.97833,444.36661,429.51808
216,BTC,10/16/2014,433.78748,439.29035,439.44883,429.51836
217,BTC,10/17/2014,419.61831,433.78748,435.35831,419.55791
218,BTC,10/18/2014,429.42593,419.61831,432.33331,419.01666
219,BTC,10/19/2014,443.57666,429.42593,447.35999,424.11181
220,BTC,10/20/2014,440.04,443.57666,446.01666,435.30833
221,BTC,10/21/2014,450.04333,440.04,452.24499,439.06666
222,BTC,10/22/2014,450.74166,450.04333,454.54333,447.21333
223,BTC,10/23/2014,435.27,450.74166,451.04166,431.33333
224,BTC,10/24/2014,438,435.27,441.21333,432.515
225,BTC,10/25/2014,439.88,438,440.51833,434.13333
226,BTC,10/26/2014,446.045,439.88,446.89666,439.88
227,BTC,10/27/2014,444.18,446.045,448.74499,442.73333
228,BTC,10/28/2014,446.60666,444.18,448.15166,443.29
229,BTC,10/29/2014,446.15666,446.60666,447.48,444.78166
230,BTC,10/30/2014,445.73833,446.15666,447.18166,443.35
231,BTC,10/31/2014,456.65333,445.73833,459.23333,443.05333
232,BTC,11/1/2014,490.86999,456.65333,495.21,451.16333
233,BTC,11/2/2014,491.18666,490.86999,495.46166,488.63
234,BTC,11/3/2014,523.31,491.18666,536.09,488.815
235,BTC,11/4/2014,513.30833,523.31,544.095,512.97333
236,BTC,11/5/2014,534.92999,513.30833,536.725,512.69833
237,BTC,11/6/2014,580.59333,534.92999,590.945,534.13
238,BTC,11/7/2014,582.51,580.59333,590.78166,576.84
239,BTC,11/8/2014,573.44833,582.51,592.24166,550.62
240,BTC,11/9/2014,563.4,573.44833,577.55666,561.415
241,BTC,11/10/2014,572.845,563.4,574.27,557.28166
242,BTC,11/11/2014,613.12666,572.845,623.50666,567.69666
243,BTC,11/12/2014,639.16333,613.12666,639.94666,611.82499
244,BTC,11/13/2014,635.98333,639.16333,677.60333,621.585
245,BTC,11/14/2014,661.24666,635.98333,668.19333,611.99333
246,BTC,11/15/2014,628.79833,661.24666,676.73833,618.78666
247,BTC,11/16/2014,643.89166,628.79833,651.76333,625.965
248,BTC,11/17/2014,653.52666,643.89166,665.97833,640.42833
249,BTC,11/18/2014,649.60166,653.52666,658.94166,636.85166
250,BTC,11/19/2014,653.59166,649.60166,657.84666,647.63166
251,BTC,11/20/2014,653.11,653.59166,656.015,650.41333
252,BTC,11/21/2014,645.085,653.11,654.34666,638.57833
253,BTC,11/22/2014,643.00666,645.085,658.97,641.465
254,BTC,11/23/2014,633.55,643.00666,647.385,625.16166
255,BTC,11/24/2014,586.48333,633.55,634.66166,563.59
256,BTC,11/25/2014,589.52333,586.48333,614.465,585.635
257,BTC,11/26/2014,571.28833,589.52333,591.76166,542.19333
258,BTC,11/27/2014,590.06666,571.28833,594.54833,552.31
259,BTC,11/28/2014,593.25666,590.06666,607.82166,586.685
260,BTC,11/29/2014,611.41333,593.25666,614.99166,591.18833
261,BTC,11/30/2014,602.88666,611.41333,613.85666,600.72333
262,BTC,12/1/2014,595.09333,602.88666,606.93833,591.16999
263,BTC,12/2/2014,583.04499,595.09333,596.21666,582.18833
264,BTC,12/3/2014,600.57,583.04499,604.205,582.68666
265,BTC,12/4/2014,593.405,600.57,603.82833,592.495
266,BTC,12/5/2014,585.64166,593.405,594.255,581.84
267,BTC,12/6/2014,576.905,585.64166,589.78,571.47166
268,BTC,12/7/2014,572.76666,576.905,577.03166,559.58333
269,BTC,12/8/2014,583.43166,572.76666,585.16333,566.91833
270,BTC,12/9/2014,598.66833,583.43166,601.72,577.24833
271,BTC,12/10/2014,599.73333,598.66833,605.33833,592.205
272,BTC,12/11/2014,598.51333,599.73333,601.54166,589.98
273,BTC,12/12/2014,648.12249,598.51333,648.12249,598.04499
274,BTC,12/13/2014,638.85625,648.12249,655.76874,628.77125
275,BTC,12/14/2014,643.65125,638.85625,654.65875,636.17999
276,BTC,12/15/2014,644.95124,643.65125,647.88375,636.26625
277,BTC,12/16/2014,629.41625,644.95124,645.18125,626.80125
278,BTC,12/17/2014,632.03,629.41625,636.89874,625.50125
279,BTC,12/18/2014,632.29875,632.03,633.575,628.43125
280,BTC,12/19/2014,622.24249,632.29875,634.0625,613.2625
281,BTC,12/20/2014,621.72,622.24249,622.74749,617.19625
282,BTC,12/21/2014,622.3075,621.72,625.01,617.165
283,BTC,12/22/2014,617.83124,622.3075,622.4675,610.4275
284,BTC,12/23/2014,635.35749,617.83124,637.61875,614.94875
285,BTC,12/24/2014,628.69,635.35749,636.04625,626.99249
286,BTC,12/25/2014,622.42499,628.69,635.12,622.28
287,BTC,12/26/2014,619.73875,622.42499,624.24749,616.9775
288,BTC,12/27/2014,620.8075,619.73875,623.46124,618.84124
289,BTC,12/28/2014,615.68875,620.8075,621.45,613.87625
290,BTC,12/29/2014,624.49749,615.68875,628.04625,612.75
291,BTC,12/30/2014,624.99625,624.49749,629.54499,617.475
292,BTC,12/31/2014,624.00625,624.99625,627.80875,622.365
293,BTC,1/1/2015,618.96124,624.00625,624.97375,618.38375
294,BTC,1/2/2015,623.10749,618.96124,623.20624,617.73375
295,BTC,1/3/2015,619.4475,623.10749,623.49125,618.945
296,BTC,1/4/2015,618.6875,619.4475,620.92375,617.93375
297,BTC,1/5/2015,603.93125,618.6875,619.26374,592.455
298,BTC,1/6/2015,598.585,603.93125,606.98125,594.5875
299,BTC,1/7/2015,593.96375,598.585,599.15625,591.17625
300,BTC,1/8/2015,581.11,593.96375,596.87875,580.15125
301,BTC,1/9/2015,586.44875,581.11,623.93125,512.66375
302,BTC,1/10/2015,581.5175,586.44875,587.625,578.58124
303,BTC,1/11/2015,565.57,581.5175,582.28125,560.62249
304,BTC,1/12/2015,584.39,565.57,588.96,565.57
305,BTC,1/13/2015,594.80625,584.39,602.835,583.61
306,BTC,1/14/2015,582.52,594.80625,595.16875,581.22625
307,BTC,1/15/2015,586.80125,582.52,589.20375,579.20875
308,BTC,1/16/2015,583.33375,586.80125,593.83624,582.84375
309,BTC,1/17/2015,583.52125,583.33375,587.70875,580.83624
310,BTC,1/18/2015,584.62375,583.52125,587.8775,579.80125
311,BTC,1/19/2015,596.80875,584.62375,599.76874,582.7175
312,BTC,1/20/2015,586.39625,596.80875,597.385,586.23125
313,BTC,1/21/2015,587.05875,586.39625,589.99749,585.89
314,BTC,1/22/2015,589.7525,587.05875,594.6975,586.695
315,BTC,1/23/2015,567.31625,589.7525,589.7525,565.91999
316,BTC,1/24/2015,566.55125,567.31625,574.31375,563.8375
317,BTC,1/25/2015,535.54,566.55125,566.73,525.33
318,BTC,1/26/2015,512.4725,535.54,535.57875,496.26
319,BTC,1/27/2015,488.56625,512.4725,516.36,484.475
320,BTC,1/28/2015,517.62625,488.56625,523.19,485.215
321,BTC,1/29/2015,490.4675,517.62625,517.95375,483.85875
322,BTC,1/30/2015,456.91625,490.4675,492.965,436.59875
323,BTC,1/31/2015,473.91,456.91625,489.52625,456.83375
324,BTC,2/1/2015,520.015,473.91,533.7675,465.39625
325,BTC,2/2/2015,509.12875,520.015,527.78625,507.63625
326,BTC,2/3/2015,508.51,509.12875,523.19375,501.03625
327,BTC,2/4/2015,502.63125,508.51,510.285,491.61
328,BTC,2/5/2015,504.32125,502.63125,514.375,497.2525
329,BTC,2/6/2015,505.62625,504.32125,507.19875,498.67625
330,BTC,2/7/2015,514.39125,505.62625,515.85375,504.22625
331,BTC,2/8/2015,515.62375,514.39125,522.34875,510.58875
332,BTC,2/9/2015,507.025,515.62375,516.78375,506.46125
333,BTC,2/10/2015,505.70625,507.025,513.28,503.4225
334,BTC,2/11/2015,503.055,505.70625,506.585,500.49875
335,BTC,2/12/2015,475.5425,503.055,503.54375,475.09125
336,BTC,2/13/2015,478.98375,475.5425,486.94,472.12375
337,BTC,2/14/2015,477.88375,478.98375,484.305,471.88375
338,BTC,2/15/2015,476.65,477.88375,480.59875,474.87875
339,BTC,2/16/2015,486.65125,476.65,495.03625,476.10375
340,BTC,2/17/2015,481.9075,486.65125,490.5875,479.82625
341,BTC,2/18/2015,482.88375,481.9075,485.8225,480.78
342,BTC,2/19/2015,474.58625,482.88375,486.37,472.99875
343,BTC,2/20/2015,469.5775,474.58625,479.3925,465.52
344,BTC,2/21/2015,475.29125,469.5775,479.03375,465.65625
345,BTC,2/22/2015,480.4175,475.29125,488.20625,475.29125
346,BTC,2/23/2015,474.6725,480.4175,481.3975,472.16625
347,BTC,2/24/2015,472.5325,474.6725,477.02125,468.1125
348,BTC,2/25/2015,476.37875,472.5325,480.2275,471.97125
349,BTC,2/26/2015,476.02125,476.37875,478.78375,474.335
350,BTC,2/27/2015,472.08375,476.02125,477.43625,469.3875
351,BTC,2/28/2015,465.55375,472.08375,473.42125,462.65625
352,BTC,3/1/2015,450.95875,465.55375,466.32375,447.705
353,BTC,3/2/2015,426.4475,450.95875,452.36625,406.18375
354,BTC,3/3/2015,411.08,426.4475,427.48125,381.745
355,BTC,3/4/2015,406.79625,411.08,423.99125,402.93375
356,BTC,3/5/2015,400.0975,406.79625,406.79625,391.7875
357,BTC,3/6/2015,400.5025,400.0975,406.245,395.59125
358,BTC,3/7/2015,428.8125,400.5025,444.6875,392.45625
359,BTC,3/8/2015,417.12,428.8125,432.79,413.89875
360,BTC,3/9/2015,411.15,417.12,419.56,407.60125
361,BTC,3/10/2015,404.4975,411.15,412.04,397.04375
362,BTC,3/11/2015,399.84,404.4975,406.205,395.14
363,BTC,3/12/2015,378.97875,399.84,399.8675,371.05625
364,BTC,3/13/2015,377.08375,378.97875,386.71375,370.125
365,BTC,3/14/2015,388.94,377.08375,394.98,374.77625
366,BTC,3/15/2015,382.7475,388.94,391.35375,378.6
367,BTC,3/16/2015,373.0575,382.7475,383.77125,370.24875
368,BTC,3/17/2015,361.7525,373.0575,375.555,354.80125
369,BTC,3/18/2015,336.98125,361.7525,363.13,322.86375
370,BTC,3/19/2015,309.07875,336.98125,338.22375,287.36874
371,BTC,3/20/2015,338.23375,309.07875,344.51,305.6875
372,BTC,3/21/2015,327.2325,338.23375,339.76,317.71749
373,BTC,3/22/2015,352.34625,327.2325,356.73875,326.51375
374,BTC,3/23/2015,369.59625,352.34625,383.66625,348.19
375,BTC,3/24/2015,360.2025,369.59625,375.90375,352.54
376,BTC,3/25/2015,357.99875,360.2025,364.73375,351.48625
377,BTC,3/26/2015,372.15625,357.99875,378.92125,353.45375
378,BTC,3/27/2015,393.7825,372.15625,395.5675,367.7275
379,BTC,3/28/2015,397.34625,393.7825,410.73375,391.89375
380,BTC,3/29/2015,393.56625,397.34625,398.48375,387.385
381,BTC,3/30/2015,377.26875,393.56625,394.36375,370.29375
382,BTC,3/31/2015,379.675,377.26875,383.7,372.83375
383,BTC,4/1/2015,391.95875,379.675,393.87125,377.21125
384,BTC,4/2/2015,382.72375,391.95875,392.365,382.72375
385,BTC,4/3/2015,381.0575,382.72375,384.8175,378.025
386,BTC,4/4/2015,383.93875,381.0575,389.965,378.90937
387,BTC,4/5/2015,377.59,383.93875,384.8075,377.59
388,BTC,4/6/2015,352.7825,377.59,377.59,352.25625
389,BTC,4/7/2015,354.6325,352.7825,361.555,352.12
390,BTC,4/8/2015,346.1925,354.6325,356.545,340.92625
391,BTC,4/9/2015,351.9775,346.1925,358.86875,346.1925
392,BTC,4/10/2015,350.79625,351.9775,356.53125,347.00125
393,BTC,4/11/2015,349.9025,350.79625,355.6925,347.82875
394,BTC,4/12/2015,336.53625,349.9025,352.84875,333.49874
395,BTC,4/13/2015,344.55875,336.53625,351.41375,333.73375
396,BTC,4/14/2015,339.0105,344.55875,347.26625,336.50367
397,BTC,4/15/2015,326.22633,339.0105,339.1295,320.367
398,BTC,4/16/2015,332.60083,326.22633,334.75983,320.0435
399,BTC,4/17/2015,325.71833,332.60083,333.75133,324.06333
400,BTC,4/18/2015,333.45666,325.71833,336.81166,321.93333
401,BTC,4/19/2015,337.585,333.45666,342.49,329.56166
402,BTC,4/20/2015,347.775,337.585,352.575,337.02833
403,BTC,4/21/2015,345.81166,347.775,352.295,340.86
404,BTC,4/22/2015,344.065,345.81166,346.625,341.63
405,BTC,4/23/2015,359.50166,344.065,364.85333,343.325
406,BTC,4/24/2015,369.07666,359.50166,375.71166,358.98
407,BTC,4/25/2015,377.99666,369.07666,381.52,361.49166
408,BTC,4/26/2015,443.10666,377.99666,443.37166,377.98666
409,BTC,4/27/2015,390.00333,443.10666,459.05166,386.675
410,BTC,4/28/2015,395.92666,390.00333,413.20666,382.855
411,BTC,4/29/2015,378.08,395.92666,398.02666,369.45
412,BTC,4/30/2015,401.47166,378.08,405.445,377.615
413,BTC,5/1/2015,385.93,401.47166,411.17,376.47833
414,BTC,5/2/2015,376.83333,385.93,390.35999,370.515
415,BTC,5/3/2015,377.16,376.83333,386.06,372.71833
416,BTC,5/4/2015,349.565,377.16,378.63,348.51333
417,BTC,5/5/2015,353.42,349.565,356.835,342.93
418,BTC,5/6/2015,357.8,353.42,364.70166,352.06833
419,BTC,5/7/2015,368.83,357.8,372.24166,354.475
420,BTC,5/8/2015,382.20666,368.83,389.67666,365.89
421,BTC,5/9/2015,376.498,382.20666,394.06333,370.851
422,BTC,5/10/2015,373.819,376.498,378.667,366.265
423,BTC,5/11/2015,369.983,373.819,374.272,368.401
424,BTC,5/12/2015,376.44,369.983,382.554,359.018
425,BTC,5/13/2015,377.851,376.44,386.537,373.332
426,BTC,5/14/2015,377.13218,377.851,382.582,375.492
427,BTC,5/15/2015,378.862,377.13218,383.602,377.082
428,BTC,5/16/2015,383.452,378.862,384.719,378.85311
429,BTC,5/17/2015,377.382,383.452,384.008,374.9132
430,BTC,5/18/2015,369.3618,377.382,379.106,366.543
431,BTC,5/19/2015,374.414,369.3618,379.235,368.6398
432,BTC,5/20/2015,374.744,374.414,376.501,371.93
433,BTC,5/21/2015,374.155,374.744,376.849,374.059
434,BTC,5/22/2015,358.884,374.155,374.7,357.069
435,BTC,5/23/2015,349.898,358.884,359.097,345.198
436,BTC,5/24/2015,342.041,349.898,352.242,338.632
437,BTC,5/25/2015,349.272,342.041,362.003,341.081
438,BTC,5/26/2015,347.742,349.272,354.846,346.851
439,BTC,5/27/2015,348.348,347.742,349.36,346.363
440,BTC,5/28/2015,349.674,348.348,354.14099,347.519
441,BTC,5/29/2015,339.547,349.674,350.745,338.79
442,BTC,5/30/2015,331.536,339.547,340.901,324.77499
443,BTC,5/31/2015,318.405,331.536,332.281,315.438
444,BTC,6/1/2015,307.45999,318.405,318.405,305.225
445,BTC,6/2/2015,320.196,307.45999,321.19099,307.45999
446,BTC,6/3/2015,322.89299,320.196,331.77,320.196
447,BTC,6/4/2015,321.03499,322.89299,325.993,318.58299
448,BTC,6/5/2015,329.701,321.03499,333.466,319.975
449,BTC,6/6/2015,333.053,329.701,336.903,329.053
450,BTC,6/7/2015,322.386,333.053,333.821,318.734
451,BTC,6/8/2015,319.563,322.386,322.685,317.13
452,BTC,6/9/2015,321.868,319.563,331.467,319.494
453,BTC,6/10/2015,317.009,321.868,322.556,313.007
454,BTC,6/11/2015,316.64,317.009,320.63099,311.541
455,BTC,6/12/2015,314.994,316.64,318.552,312.705
456,BTC,6/13/2015,310.903,314.994,315.467,309.812
457,BTC,6/14/2015,318.204,310.903,320.559,310.661
458,BTC,6/15/2015,315.49899,318.204,318.31599,313.567
459,BTC,6/16/2015,312.14099,315.49899,316.56599,311.156
460,BTC,6/17/2015,278.853,312.14099,313.288,276.952
461,BTC,6/18/2015,271.813,278.853,287.243,258.022
462,BTC,6/19/2015,273.0175,271.813,278.97199,266.24
463,BTC,6/20/2015,284.84125,273.0175,287.95999,272.67874
464,BTC,6/21/2015,291.485,284.84125,301.24124,284.68
465,BTC,6/22/2015,282.03625,291.485,292.40499,281.365
466,BTC,6/23/2015,287.688,282.03625,292.2475,281.92375
467,BTC,6/24/2015,278.64999,287.688,288.87,273.82399
468,BTC,6/25/2015,269.10199,278.64999,278.64999,264.834
469,BTC,6/26/2015,244.081,269.10199,272.774,244.081
470,BTC,6/27/2015,220.128,244.081,250.04299,217.356
471,BTC,6/28/2015,194.3511,220.128,220.973,171.084
472,BTC,6/29/2015,221.5745,194.3511,230.3059,193.0803
473,BTC,6/30/2015,210.1655,221.5745,223.0138,200.1781
474,BTC,7/1/2015,196.59467,210.1655,210.3242,195.9578
475,BTC,7/2/2015,213.2711,196.59467,219.9848,195.5501
476,BTC,7/3/2015,212.5401,213.2711,217.6805,207.6594
477,BTC,7/4/2015,213.28249,212.5401,215.66619,205.8001
478,BTC,7/5/2015,231.6754,213.28249,237.83589,211.8765
479,BTC,7/6/2015,227.30419,231.6754,237.34609,225.3954
480,BTC,7/7/2015,232.4242,227.30419,236.02849,225.9847
481,BTC,7/8/2015,252.606,232.4242,255.98829,232.4242
482,BTC,7/9/2015,284.59769,252.606,291.8877,244.305
483,BTC,7/10/2015,259.5374,284.59769,308.9664,255.225
484,BTC,7/11/2015,258.447,259.5374,269.022,251.9381
485,BTC,7/12/2015,236.948,258.447,263.7574,226.266
486,BTC,7/13/2015,234.141,236.948,238.463,221.1002
487,BTC,7/14/2015,227.94116,234.141,243.724,226.08875
488,BTC,7/15/2015,217.66066,227.94116,234.52791,216.00708
489,BTC,7/16/2015,230.80441,217.66066,232.91775,212.53066
490,BTC,7/17/2015,238.65175,230.80441,243.31883,223.218
491,BTC,7/18/2015,226.83858,238.65175,247.1851,225.10733
492,BTC,7/19/2015,227.554,226.83858,231.02183,221.71741
493,BTC,7/20/2015,220.75625,227.554,228.40666,215.65725
494,BTC,7/21/2015,226.46666,220.75625,227.18658,217.36516
495,BTC,7/22/2015,226.73291,226.46666,231.15883,223.82991
496,BTC,7/23/2015,223.78408,226.73291,230.33333,220.96391
497,BTC,7/24/2015,221.16725,223.78408,224.94616,218.08533
498,BTC,7/25/2015,224.00366,221.16725,224.5535,216.45466
499,BTC,7/26/2015,219.72833,224.00366,224.00924,219.27583
500,BTC,7/27/2015,224.96716,219.72833,225.00924,218.61941
501,BTC,7/28/2015,238.65716,224.96716,241.23908,224.13041
502,BTC,7/29/2015,257.21758,238.65716,262.66275,238.26424
503,BTC,7/30/2015,231.1355,257.21758,268.34908,227.90608
504,BTC,7/31/2015,236.71275,231.1355,240.58716,230.83233
505,BTC,8/1/2015,243.93183,236.71275,247.13708,235.99991
506,BTC,8/2/2015,238.1035,243.93183,244.79491,232.74658
507,BTC,8/3/2015,242.07183,238.1035,244.11,236.63558
508,BTC,8/4/2015,246.70566,242.07183,248.13699,242.07183
509,BTC,8/5/2015,246.145,246.70566,247.45508,244.00916
510,BTC,8/6/2015,236.14141,246.145,246.70399,234.06841
511,BTC,8/7/2015,239.93183,236.14141,240.62416,232.77475
512,BTC,8/8/2015,239.15225,239.93183,240.36141,236.74258
513,BTC,8/9/2015,236.67716,239.15225,239.56583,234.85925
514,BTC,8/10/2015,252.28908,236.67716,252.28908,235.44633
515,BTC,8/11/2015,252.03416,252.28908,258.50475,247.14616
516,BTC,8/12/2015,252.9314,252.03416,255.18825,251.58558
517,BTC,8/13/2015,259.8485,252.9314,261.63639,245.9732
518,BTC,8/14/2015,271.7625,259.8485,273.46819,258.5751
519,BTC,8/15/2015,279.1172,271.7625,287.282,268.03699
520,BTC,8/16/2015,270.2606,279.1172,284.3832,267.469
521,BTC,8/17/2015,275.8977,270.2606,281.3962,264.627
522,BTC,8/18/2015,271.86109,275.8977,276.54309,270.3872
523,BTC,8/19/2015,277.72789,271.86109,278.7033,271.86109
524,BTC,8/20/2015,278.98519,277.72789,279.5315,272.9756
525,BTC,8/21/2015,295.1886,278.98519,297.4732,277.89909
526,BTC,8/22/2015,290.7149,295.1886,301.34,289.5597
527,BTC,8/23/2015,293.8678,290.7149,297.744,289.8829
528,BTC,8/24/2015,294.224,293.8678,297.73899,292.8317
529,BTC,8/25/2015,283.644,294.224,294.9851,282.02229
530,BTC,8/26/2015,284.0809,283.644,287.19169,281.2655
531,BTC,8/27/2015,291.61579,284.0809,292.1669,283.4696
532,BTC,8/28/2015,291.542,291.61579,294.9259,289.934
533,BTC,8/29/2015,284.7507,291.542,292.754,283.6035
534,BTC,8/30/2015,253.44789,284.7507,285.4759,247.7832
535,BTC,8/31/2015,264.4741,253.44789,265.23519,251.6699
536,BTC,9/1/2015,260.913,264.4741,264.4741,259.38829
537,BTC,9/2/2015,260.3943,260.913,263.136,255.7868
538,BTC,9/3/2015,268.5549,260.3943,270.9758,260.328
539,BTC,9/4/2015,266.273,268.5549,271.0403,261.6465
540,BTC,9/5/2015,247.6733,266.273,266.7907,243.8803
541,BTC,9/6/2015,246.6489,247.6733,250.2025,237.0453
542,BTC,9/7/2015,247.5497,246.6489,255.4384,245.3759
543,BTC,9/8/2015,249.4467,247.5497,250.2089,247.0461
544,BTC,9/9/2015,247.728,249.4467,255.1074,247.0068
545,BTC,9/10/2015,246.1133,247.728,248.6292,237.4428
546,BTC,9/11/2015,248.2639,246.1133,249.5962,243.278
547,BTC,9/12/2015,244.3028,248.2639,248.8894,242.1402
548,BTC,9/13/2015,247.96,244.3028,248.9642,241.1261
549,BTC,9/14/2015,253.0578,247.96,255.1979,245.2932
550,BTC,9/15/2015,254.4334,253.0578,256.755,252.168
551,BTC,9/16/2015,253.0256,254.4334,254.796,251.33675
552,BTC,9/17/2015,261.3589,253.0256,262.1468,252.12063
553,BTC,9/18/2015,253.0909,261.3589,261.404,252.08688
554,BTC,9/19/2015,253.8629,253.0909,256.2263,252.73675
555,BTC,9/20/2015,245.0449,253.8629,254.0569,243.592
556,BTC,9/21/2015,241.9478,245.0449,245.9784,238.9013
557,BTC,9/22/2015,237.4388,241.9478,242.8075,232.7809
558,BTC,9/23/2015,237.5542,237.4388,238.3163,234.41963
559,BTC,9/24/2015,236.522,237.5542,237.7432,233.6473
560,BTC,9/25/2015,223.6009,236.522,237.7879,221.5774
561,BTC,9/26/2015,221.9126,223.6009,223.6009,216.4597
562,BTC,9/27/2015,227.0171,221.9126,227.5496,219.55975
563,BTC,9/28/2015,228.9255,227.0171,230.2841,225.729
564,BTC,9/29/2015,224.317,228.9255,229.0318,222.1092
565,BTC,9/30/2015,224.4062,224.317,224.8713,221.1168
566,BTC,10/1/2015,224.9214,224.4062,227.1347,222.126
567,BTC,10/2/2015,225.9815,224.9214,227.2222,222.91625
568,BTC,10/3/2015,236.50369,225.9815,237.685,224.70388
569,BTC,10/4/2015,235.15749,236.50369,239.16109,233.4405
570,BTC,10/5/2015,234.40079,235.15749,237.3318,232.8257
571,BTC,10/6/2015,229.92379,234.40079,234.8944,229.4377
572,BTC,10/7/2015,220.94549,229.92379,230.5635,219.0493
573,BTC,10/8/2015,220.19029,220.94549,221.2149,215.2754
574,BTC,10/9/2015,228.3867,220.19029,233.3386,218.4964
575,BTC,10/10/2015,226.3545,228.3867,228.3867,223.8689
576,BTC,10/11/2015,226.9976,226.3545,227.919,224.2127
577,BTC,10/12/2015,237.6827,226.9976,240.6384,226.9976
578,BTC,10/13/2015,234.8511,237.6827,240.3447,232.9123
579,BTC,10/14/2015,237.2378,234.8511,237.92579,233.4931
580,BTC,10/15/2015,241.3646,237.2378,244.6192,237.176
581,BTC,10/16/2015,236.6033,241.3646,243.8279,236.5146
582,BTC,10/17/2015,236.6017,236.6033,237.87849,232.9009
583,BTC,10/18/2015,231.4207,236.6017,237.1943,229.903
584,BTC,10/19/2015,238.059,231.4207,240.9257,229.92579
585,BTC,10/20/2015,245.6989,238.059,246.9108,237.09099
586,BTC,10/21/2015,242.516,245.6989,248.7286,239.835
587,BTC,10/22/2015,240.4036,242.516,245.2782,238.76
588,BTC,10/23/2015,241.00079,240.4036,245.06689,239.778
589,BTC,10/24/2015,242.3529,241.00079,243.2739,240.5551
590,BTC,10/25/2015,236.5478,242.3529,244.5782,235.1023
591,BTC,10/26/2015,238.5737,236.5478,239.3988,234.2737
592,BTC,10/27/2015,237.657,238.5737,239.6384,236.6425
593,BTC,10/28/2015,237.339,237.657,238.1959,235.6809
594,BTC,10/29/2015,237.2319,237.339,238.56239,236.4227
595,BTC,10/30/2015,234.3119,237.2319,237.6813,232.721
596,BTC,10/31/2015,233.7193,234.3119,235.003,232.74769
597,BTC,11/1/2015,235.204,233.7193,235.89,232.7217
598,BTC,11/2/2015,236.86329,235.204,237.4532,234.98229
599,BTC,11/3/2015,241.1588,236.86329,242.4041,236.1463
600,BTC,11/4/2015,240.7985,241.1588,242.4541,239.7252
