,Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
601,BTC,11/5/2015,241.9415,240.7985,243.6293,239.99
602,BTC,11/6/2015,238.6588,241.9415,242.5843,237.6709
603,BTC,11/7/2015,238.1844,238.6588,239.7259,236.69699
604,BTC,11/8/2015,238.6708,238.1844,239.7449,237.4294
605,BTC,11/9/2015,238.2277,238.6708,238.896,237.5359
606,BTC,11/10/2015,237.1404,238.2277,238.4219,236.4436
607,BTC,11/11/2015,234.3328,237.1404,237.4621,232.987
608,BTC,11/12/2015,231.8331,234.3328,234.3848,230.1247
609,BTC,11/13/2015,224.415,231.8331,232.78,222.707
610,BTC,11/14/2015,227.6168,224.415,228.0337,223.851
611,BTC,11/15/2015,226.444,227.6168,228.3892,224.8011
612,BTC,11/16/2015,224.9665,226.444,227.4761,224.8567
613,BTC,11/17/2015,225.2525,224.9665,227.0275,224.081
614,BTC,11/18/2015,226.8403,225.2525,227.2012,225.2225
615,BTC,11/19/2015,224.69459,226.8403,227.3259,223.81329
616,BTC,11/20/2015,229.1884,224.69459,230.769,224.69459
617,BTC,11/21/2015,230.2025,229.1884,232.1578,228.9487
618,BTC,11/22/2015,230.9599,230.2025,231.1489,228.9753
619,BTC,11/23/2015,230.9082,230.9599,231.3864,230.3223
620,BTC,11/24/2015,231.6695,230.9082,232.5507,230.4188
621,BTC,11/25/2015,234.1445,231.6695,234.1445,231.1699
622,BTC,11/26/2015,235.7473,234.1445,236.5255,233.9418
623,BTC,11/27/2015,238.39899,235.7473,239.5994,235.4622
624,BTC,11/28/2015,249.7435,238.39899,255.09699,238.1618
625,BTC,11/29/2015,248.2359,249.7435,258.8739,247.3936
626,BTC,11/30/2015,250.0733,248.2359,252.6709,244.46999
627,BTC,12/1/2015,241.7897,250.0733,251.55569,241.3996
628,BTC,12/2/2015,245.15625,241.7897,247.4702,240.5589
629,BTC,12/3/2015,245.9588,245.15625,246.98075,242.5699
630,BTC,12/4/2015,248.1273,245.9588,249.2147,244.516
631,BTC,12/5/2015,244.371,248.1273,248.1273,243.8303
632,BTC,12/6/2015,241.9204,244.371,244.9954,240.9257
633,BTC,12/7/2015,243.31912,241.9204,244.6244,241.80059
634,BTC,12/8/2015,243.28812,243.31912,243.91525,241.67475
635,BTC,12/9/2015,251.382,243.28812,252.08587,243.28812
636,BTC,12/10/2015,250.42725,251.382,251.382,247.6685
637,BTC,12/11/2015,259.38549,250.42725,260.242,249.41637
638,BTC,12/12/2015,262.71749,259.38549,269.22612,259.28612
639,BTC,12/13/2015,260.62937,262.71749,262.84387,255.73962
640,BTC,12/14/2015,256.52675,260.62937,260.7935,254.41412
641,BTC,12/15/2015,254.87887,256.52675,257.06687,253.28937
642,BTC,12/16/2015,262.42899,254.87887,263.94799,254.009
643,BTC,12/17/2015,268.60762,262.42899,274.81987,258.67137
644,BTC,12/18/2015,271.07587,268.60762,277.27062,268.562
645,BTC,12/19/2015,265.356,271.07587,271.17874,264.10912
646,BTC,12/20/2015,268.943,265.356,273.38087,264.564
647,BTC,12/21/2015,270.24925,268.943,272.97912,268.06775
648,BTC,12/22/2015,287.53662,270.24925,296.00537,269.57275
649,BTC,12/23/2015,302.03837,287.53662,304.00737,287.53662
650,BTC,12/24/2015,305.9905,302.03837,314.77387,297.45549
651,BTC,12/25/2015,291.93137,305.9905,306.38975,278.716
652,BTC,12/26/2015,289.48787,291.93137,296.87587,286.34275
653,BTC,12/27/2015,288.55762,289.48787,293.32812,283.4525
654,BTC,12/28/2015,277.97924,288.55762,289.20425,275.43
655,BTC,12/29/2015,279.33337,277.97924,280.5005,272.62099
656,BTC,12/30/2015,276.30687,279.33337,283.30874,274.08425
657,BTC,12/31/2015,275.28387,276.30687,276.742,272.63375
658,BTC,1/1/2016,280.45925,275.28387,280.77188,274.84275
659,BTC,1/2/2016,275.87242,280.45925,281.47463,274.8729
660,BTC,1/3/2016,277.2095,275.87242,278.4875,275.2714
661,BTC,1/4/2016,277.24491,277.2095,277.94,276.09091
662,BTC,1/5/2016,288.55583,277.24491,290.57691,276.95341
663,BTC,1/6/2016,288.83983,288.55583,291.58833,287.505
664,BTC,1/7/2016,292.20091,288.83983,293.72608,288.22741
665,BTC,1/8/2016,294.15058,292.20091,297.14516,286.92725
666,BTC,1/9/2016,293.99425,294.15058,296.37741,293.12583
667,BTC,1/10/2016,289.61658,293.99425,293.99425,288.44183
668,BTC,1/11/2016,287.74491,289.61658,290.71741,286.51133
669,BTC,1/12/2016,283.33741,287.74491,287.99866,282.13275
670,BTC,1/13/2016,279.68258,283.33741,283.92333,277.98033
671,BTC,1/14/2016,280.48591,279.68258,283.12791,277.68783
672,BTC,1/15/2016,284.49091,280.48591,285.788,280.47175
673,BTC,1/16/2016,285.24366,284.49091,286.17558,281.89866
674,BTC,1/17/2016,281.9375,285.24366,285.35416,281.08975
675,BTC,1/18/2016,276.92866,281.9375,282.08916,276.92866
676,BTC,1/19/2016,279.2765,276.92866,280.72425,276.48725
677,BTC,1/20/2016,262.75225,279.2765,279.46766,260.26675
678,BTC,1/21/2016,266.0825,262.75225,267.79691,261.55483
679,BTC,1/22/2016,265.87516,266.0825,267.348,262.95933
680,BTC,1/23/2016,271.22325,265.87516,272.20391,265.17225
681,BTC,1/24/2016,265.14299,271.22325,271.24325,265.14299
682,BTC,1/25/2016,263.01758,265.14299,266.29758,262.13383
683,BTC,1/26/2016,266.3955,263.01758,268.06158,262.94441
684,BTC,1/27/2016,262.20058,266.3955,266.98733,260.41733
685,BTC,1/28/2016,259.0065,262.20058,262.20058,256.74041
686,BTC,1/29/2016,257.44841,259.0065,260.63791,256.34966
687,BTC,1/30/2016,231.38424,257.44841,257.49283,215.03104
688,BTC,1/31/2016,233.06483,231.38424,237.11891,221.75441
689,BTC,2/1/2016,235.56375,233.06483,237.62541,230.81658
690,BTC,2/2/2016,234.03691,235.56375,236.86108,231.81641
691,BTC,2/3/2016,232.21275,234.03691,234.21158,222.82108
692,BTC,2/4/2016,228.23233,232.21275,232.79075,225.10816
693,BTC,2/5/2016,204.18133,228.23233,228.23233,199.22833
694,BTC,2/6/2016,220.81583,204.18133,227.27733,203.13641
695,BTC,2/7/2016,225.53608,220.81583,231.39633,220.71124
696,BTC,2/8/2016,225.18875,225.53608,229.034,220.91025
697,BTC,2/9/2016,231.93575,225.18875,235.71883,223.5025
698,BTC,2/10/2016,231.58541,231.93575,233.931,227.99866
699,BTC,2/11/2016,228.18083,231.58541,231.6365,226.32433
700,BTC,2/12/2016,230.02966,228.18083,232.88441,225.8115
701,BTC,2/13/2016,227.28841,230.02966,230.47541,226.83066
702,BTC,2/14/2016,229.35299,227.28841,231.05741,226.66683
703,BTC,2/15/2016,228.14741,229.35299,229.45141,227.11783
704,BTC,2/16/2016,230.66691,228.14741,231.60799,227.89141
705,BTC,2/17/2016,241.70116,230.66691,242.14916,230.19275
706,BTC,2/18/2016,240.88,241.70116,244.13633,238.5585
707,BTC,2/19/2016,243.01891,240.88,244.1965,239.37166
708,BTC,2/20/2016,245.31383,243.01891,246.83491,242.82775
709,BTC,2/21/2016,238.99466,245.31383,245.49183,238.41225
710,BTC,2/22/2016,241.56366,238.99466,241.71991,236.67583
711,BTC,2/23/2016,240.81675,241.56366,242.15166,239.81233
712,BTC,2/24/2016,236.053,240.81675,241.10541,235.18991
713,BTC,2/25/2016,230.15808,236.053,236.53075,228.94691
714,BTC,2/26/2016,231.51091,230.15808,233.4895,228.78025
715,BTC,2/27/2016,231.98066,231.51091,232.55808,230.40558
716,BTC,2/28/2016,230.58975,231.98066,232.00908,227.69133
717,BTC,2/29/2016,234.2385,230.58975,235.61991,229.39008
718,BTC,3/1/2016,233.50008,234.2385,235.24358,232.7645
719,BTC,3/2/2016,232.33733,233.50008,233.75508,231.82933
720,BTC,3/3/2016,231.75433,232.33733,233.07841,231.51408
721,BTC,3/4/2016,228.79358,231.75433,231.82908,227.15041
722,BTC,3/5/2016,232.30983,228.79358,233.10541,225.5965
723,BTC,3/6/2016,232.09508,232.30983,232.45916,230.15508
724,BTC,3/7/2016,234.74475,232.09508,236.53625,231.72091
725,BTC,3/8/2016,235.92466,234.74475,238.1115,234.62566
726,BTC,3/9/2016,235.32908,235.92466,235.9895,234.18125
727,BTC,3/10/2016,238.21116,235.32908,238.42183,233.65083
728,BTC,3/11/2016,239.56625,238.21116,241.24925,237.21624
729,BTC,3/12/2016,239.06125,239.56625,241.3205,237.16025
730,BTC,3/13/2016,238.15191,239.06125,239.11808,236.437
731,BTC,3/14/2016,239.06358,238.15191,239.95083,236.95725
732,BTC,3/15/2016,238.63516,239.06358,239.82991,237.98341
733,BTC,3/16/2016,239.99883,238.63516,240.59866,238.27891
734,BTC,3/17/2016,239.82433,239.99883,240.50175,239.24375
735,BTC,3/18/2016,241.63075,239.82433,242.061,238.21916
736,BTC,3/19/2016,247.49633,241.63075,248.573,241.61741
737,BTC,3/20/2016,245.49816,247.49633,247.58683,243.79575
738,BTC,3/21/2016,244.25675,245.49816,245.70625,243.35816
739,BTC,3/22/2016,245.96533,244.25675,246.02475,243.73591
740,BTC,3/23/2016,246.07,245.96533,246.865,244.28108
741,BTC,3/24/2016,248.65041,246.07,248.91733,245.77208
742,BTC,3/25/2016,245.57641,248.65041,248.76783,244.88241
743,BTC,3/26/2016,250.45908,245.57641,251.55283,245.46508
744,BTC,3/27/2016,255.64216,250.45908,256.94216,250.30916
745,BTC,3/28/2016,256.72741,255.64216,257.66408,253.89016
746,BTC,3/29/2016,268.53983,256.72741,269.08933,256.23441
747,BTC,3/30/2016,271.04041,268.53983,275.54266,264.89258
748,BTC,3/31/2016,265.98625,271.04041,272.209,262.38491
749,BTC,4/1/2016,265.92575,265.98625,266.73075,262.63291
750,BTC,4/2/2016,271.49541,265.92575,273.21816,265.0165
751,BTC,4/3/2016,268.46908,271.49541,272.14833,265.11633
752,BTC,4/4/2016,275.25325,268.46908,279.61383,268.42025
753,BTC,4/5/2016,280.97908,275.25325,281.20966,275.24383
754,BTC,4/6/2016,287.86941,280.97908,290.04825,279.45766
755,BTC,4/7/2016,285.286,287.86941,295.60916,283.38799
756,BTC,4/8/2016,288.83091,285.286,292.77658,281.89758
757,BTC,4/9/2016,301.53566,288.83091,302.96425,287.69941
758,BTC,4/10/2016,305.32691,301.53566,307.59441,298.70458
759,BTC,4/11/2016,327.55691,305.32691,327.55691,305.21608
760,BTC,4/12/2016,328.58425,327.55691,334.7465,314.38508
761,BTC,4/13/2016,312.70274,328.58425,329.04325,307.72525
762,BTC,4/14/2016,326.64666,312.70274,328.71966,312.05791
763,BTC,4/15/2016,370.51133,326.64666,371.36625,325.83166
764,BTC,4/16/2016,433.46133,370.51133,435.27575,363.4315
765,BTC,4/17/2016,435.31683,433.46133,493.40458,375.38666
766,BTC,4/18/2016,360.586,435.31683,435.31683,356.034
767,BTC,4/19/2016,378.64099,360.586,396.991,354.616
768,BTC,4/20/2016,388.775,378.64099,393.293,378.165
769,BTC,4/21/2016,371.652,388.775,390.473,362.54
770,BTC,4/22/2016,377.948,371.652,387.631,367.955
771,BTC,4/23/2016,312.702,377.948,382.724,299.752
772,BTC,4/24/2016,321.036,312.702,327.905,301.741
773,BTC,4/25/2016,338.893,321.036,346.601,317.738
774,BTC,4/26/2016,335.125,338.893,342.274,326.736
775,BTC,4/27/2016,334.951,335.125,340.296,330.193
776,BTC,4/28/2016,321.06,334.951,335.837,316.75799
777,BTC,4/29/2016,338.759,321.06,341.349,319.03499
778,BTC,4/30/2016,334.33299,338.759,338.759,332.434
779,BTC,5/1/2016,335.02499,334.33299,338.162,330.91199
780,BTC,5/2/2016,316.63099,335.02499,336.019,312.751
781,BTC,5/3/2016,322.482,316.63099,325.598,316.065
782,BTC,5/4/2016,327.365,322.482,329.33299,321.606
783,BTC,5/5/2016,323.606,327.365,327.895,321.986
784,BTC,5/6/2016,321.993,323.606,327.056,318.437
785,BTC,5/7/2016,319.337,321.993,323.934,317.263
786,BTC,5/8/2016,333.471,319.337,334.555,318.969
787,BTC,5/9/2016,350.138,333.471,369.511,333.078
788,BTC,5/10/2016,355.954,350.138,365.061,348.842
789,BTC,5/11/2016,357.806,355.954,361.147,352.863
790,BTC,5/12/2016,376.204,357.806,380.609,356.128
791,BTC,5/13/2016,378.798,376.204,383.494,370.342
792,BTC,5/14/2016,353.128,378.798,380.19899,349.112
793,BTC,5/15/2016,367.788,353.128,368.107,351.559
794,BTC,5/16/2016,359.443,367.788,371.8,356.428
795,BTC,5/17/2016,370.956,359.443,372.182,357.879
796,BTC,5/18/2016,395.861,370.956,397.643,370.407
797,BTC,5/19/2016,392.618,395.861,403.296,384.673
798,BTC,5/20/2016,396.59299,392.618,400.844,388.778
799,BTC,5/21/2016,422.424,396.59299,422.833,390.585
800,BTC,5/22/2016,416.076,422.424,424.909,406.313
801,BTC,5/23/2016,422.813,416.076,423.774,412.285
802,BTC,5/24/2016,468.831,422.813,471.883,421.681
803,BTC,5/25/2016,436.091,468.831,468.887,409.909
804,BTC,5/26/2016,438.021,436.091,443.47299,423.064
805,BTC,5/27/2016,454.676,438.021,458.457,437.742
806,BTC,5/28/2016,446.805,454.676,466.651,446.805
807,BTC,5/29/2016,452.102,446.805,463.524,441.205
808,BTC,5/30/2016,457.425,452.102,459.46,452.01899
809,BTC,5/31/2016,465.218,457.425,467.462,455.518
810,BTC,6/1/2016,461.238,465.218,466.84799,454.312
811,BTC,6/2/2016,436.64099,461.238,462.011,426.026
812,BTC,6/3/2016,439.276,436.64099,446.533,433.993
813,BTC,6/4/2016,438.994,439.276,444.225,434.775
814,BTC,6/5/2016,457.572,438.994,457.858,438.705
815,BTC,6/6/2016,456.743,457.572,460.841,453.263
816,BTC,6/7/2016,448.606,456.743,459.668,446.523
817,BTC,6/8/2016,420.338,448.606,449.524,407.388
818,BTC,6/9/2016,428.817,420.338,430.09,415.186
819,BTC,6/10/2016,423.741,428.817,429.734,418.229
820,BTC,6/11/2016,432.029,423.741,435.21899,420.159
821,BTC,6/12/2016,425.962,432.029,434.368,422.192
822,BTC,6/13/2016,433.358,425.962,434.033,418.69899
823,BTC,6/14/2016,434.773,433.358,437.187,428.317
824,BTC,6/15/2016,432.985,434.773,436.739,430.768
825,BTC,6/16/2016,432.691,432.985,433.417,425.152
826,BTC,6/17/2016,434.732,432.691,436.151,431.595
827,BTC,6/18/2016,428.164,434.732,434.935,427.171
828,BTC,6/19/2016,442.021,428.164,444.528,427.602
829,BTC,6/20/2016,458.168,442.021,464.954,440.454
830,BTC,6/21/2016,453.368,458.168,458.583,448.388
831,BTC,6/22/2016,446.327,453.368,453.732,445.22
832,BTC,6/23/2016,451.312,446.327,452.436,442.187
833,BTC,6/24/2016,447.614,451.312,451.541,444.258
834,BTC,6/25/2016,432.156,447.614,448.731,423.105
835,BTC,6/26/2016,432.41,432.156,434.668,425.143
836,BTC,6/27/2016,417.29,432.41,433.253,414.981
837,BTC,6/28/2016,373.737,417.29,418.842,359.76599
838,BTC,6/29/2016,384.138,373.737,391.801,354.276
839,BTC,6/30/2016,381.817,384.138,388.229,379.263
840,BTC,7/1/2016,383.738,381.817,388.476,375.485
841,BTC,7/2/2016,379.775,383.738,387.638,375.217
842,BTC,7/3/2016,418.439,379.775,425.651,379.007
843,BTC,7/4/2016,404.271,418.439,421.34,403.98
844,BTC,7/5/2016,389.219,404.271,404.685,375.138
845,BTC,7/6/2016,389.538,389.219,395.496,382.191
846,BTC,7/7/2016,398.885,389.538,406.799,388.458
847,BTC,7/8/2016,391.715,398.885,401.99699,387.522
848,BTC,7/9/2016,393.389,391.715,398.57,389.027
849,BTC,7/10/2016,382.356,393.389,397.568,378.095
850,BTC,7/11/2016,370.133,382.356,385.499,364.642
851,BTC,7/12/2016,377.952,370.133,385.489,369.704
852,BTC,7/13/2016,379.174,377.952,381.69899,376.427
853,BTC,7/14/2016,373.157,379.174,380.529,365.288
854,BTC,7/15/2016,373.453,373.157,379.518,370.019
855,BTC,7/16/2016,373.762,373.453,375.829,370.263
856,BTC,7/17/2016,371.433,373.762,374.793,367.316
857,BTC,7/18/2016,387.954,371.433,392.268,371.408
858,BTC,7/19/2016,378.889,387.954,391.194,377.942
859,BTC,7/20/2016,377.44,378.889,379.577,371.602
860,BTC,7/21/2016,377.924,377.44,380.561,373.885
861,BTC,7/22/2016,373.434,377.924,379.688,371.769
862,BTC,7/23/2016,375.764,373.434,377.286,371.953
863,BTC,7/24/2016,380.186,375.764,384.564,375.649
864,BTC,7/25/2016,379.576,380.186,380.992,374.217
865,BTC,7/26/2016,389.87,379.576,389.87,379.576
866,BTC,7/27/2016,398.23,389.87,399.059,388.492
867,BTC,7/28/2016,406.621,398.23,411.239,396.046
868,BTC,7/29/2016,402.663,406.621,408.002,396.481
869,BTC,7/30/2016,408.017,402.663,409.124,400.79499
870,BTC,7/31/2016,418.492,408.017,422.021,408.015
871,BTC,8/1/2016,422.956,418.492,425.982,417.505
872,BTC,8/2/2016,423.054,422.956,423.311,416.684
873,BTC,8/3/2016,440.61,423.054,444.183,422.577
874,BTC,8/4/2016,437.14,440.61,449.29,428
875,BTC,8/5/2016,439.745,437.14,441.698,434.18199
876,BTC,8/6/2016,420.896,439.745,440.18,416.613
877,BTC,8/7/2016,423.617,420.896,428.026,412.124
878,BTC,8/8/2016,422.244,423.617,425.816,419.189
879,BTC,8/9/2016,434.401,422.244,435.76599,421.017
880,BTC,8/10/2016,426.502,434.401,434.677,423.07399
881,BTC,8/11/2016,439.28,426.502,440.049,425.357
882,BTC,8/12/2016,437.426,439.28,442.655,434.788
883,BTC,8/13/2016,435.001,437.426,437.426,429.502
884,BTC,8/14/2016,420.254,435.001,435.309,418.05
885,BTC,8/15/2016,422.597,420.254,424.522,416.639
886,BTC,8/16/2016,408.722,422.597,423.57,402.662
887,BTC,8/17/2016,398.883,408.722,409.953,389.958
888,BTC,8/18/2016,408.276,398.883,410.721,396.76599
889,BTC,8/19/2016,415.213,408.276,416.512,406.127
890,BTC,8/20/2016,411.739,415.213,416.091,409.481
891,BTC,8/21/2016,412.672,411.739,414.784,410.594
892,BTC,8/22/2016,417.708,412.672,417.972,412.124
893,BTC,8/23/2016,416.04,417.708,422.933,415.407
894,BTC,8/24/2016,412.637,416.04,416.96,408.299
895,BTC,8/25/2016,415.208,412.637,417.025,412.434
896,BTC,8/26/2016,417.034,415.208,417.441,413.91099
897,BTC,8/27/2016,415.167,417.034,418.124,413.6
898,BTC,8/28/2016,418.138,415.167,418.207,414.796
899,BTC,8/29/2016,418.154,418.138,420.506,417.736
900,BTC,8/30/2016,408.473,418.154,418.662,404.62199
901,BTC,8/31/2016,410.24,408.473,412.364,404.345
902,BTC,9/1/2016,408.496,410.24,413.431,408.132
903,BTC,9/2/2016,416.125,408.496,416.14099,407.931
904,BTC,9/3/2016,418.318,416.125,418.716,416.125
905,BTC,9/4/2016,416.837,418.318,419.55,416.663
906,BTC,9/5/2016,415.75699,416.837,417.808,413.841
907,BTC,9/6/2016,417.851,415.75699,418.31899,414.92299
908,BTC,9/7/2016,417.233,417.851,418.068,415.838
909,BTC,9/8/2016,425.297,417.233,428.001,417.233
910,BTC,9/9/2016,424.597,425.297,426.042,422.45
911,BTC,9/10/2016,415.613,424.597,424.847,408.878
912,BTC,9/11/2016,415.458,415.613,416.618,410.191
913,BTC,9/12/2016,417.012,415.458,417.938,414.381
914,BTC,9/13/2016,419.785,417.012,421.895,415.09
915,BTC,9/14/2016,419.93999,419.785,420.83,419.467
916,BTC,9/15/2016,419.593,419.93999,420.61,418.203
917,BTC,9/16/2016,423.044,419.593,423.197,418.412
918,BTC,9/17/2016,423.29499,423.044,424.242,421.426
919,BTC,9/18/2016,421.553,423.29499,423.649,421.247
920,BTC,9/19/2016,422.616,421.553,423.011,419.746
921,BTC,9/20/2016,416.751,422.616,424.563,414.156
922,BTC,9/21/2016,419.078,416.751,419.555,416.496
923,BTC,9/22/2016,422.192,419.078,422.869,419.05
924,BTC,9/23/2016,427.383,422.192,427.383,420.383
925,BTC,9/24/2016,427.84399,427.383,428.787,425.38199
926,BTC,9/25/2016,426.494,427.84399,427.91,423.91999
927,BTC,9/26/2016,427.279,426.494,427.53599,424.09799
928,BTC,9/27/2016,430.775,427.279,430.991,425.707
929,BTC,9/28/2016,431.453,430.775,433.996,430.508
930,BTC,9/29/2016,430.318,431.453,431.639,427.267
931,BTC,9/30/2016,429.522,430.318,431.08,428.169
932,BTC,10/1/2016,436.926,429.522,438.109,429.081
933,BTC,10/2/2016,444.758,436.926,446.291,436.79
934,BTC,10/3/2016,447.776,444.758,453.802,442.301
935,BTC,10/4/2016,448.233,447.776,450.685,444.913
936,BTC,10/5/2016,456.152,448.233,458.138,446.715
937,BTC,10/6/2016,459.626,456.152,461.972,451.29
938,BTC,10/7/2016,465.429,459.626,470.281,456.962
939,BTC,10/8/2016,467.064,465.429,471.16099,463.439
940,BTC,10/9/2016,442.304,467.064,469.483,436.282
941,BTC,10/10/2016,447.236,442.304,451.647,439.484
942,BTC,10/11/2016,455.375,447.236,457.89099,447.224
943,BTC,10/12/2016,450.108,455.375,456.235,448.838
944,BTC,10/13/2016,454.067,450.108,454.502,449.93999
945,BTC,10/14/2016,444.681,454.067,454.227,440.89399
946,BTC,10/15/2016,450.157,444.681,452.443,444.681
947,BTC,10/16/2016,448.73999,450.157,451.233,446.438
948,BTC,10/17/2016,448.58599,448.73999,450.468,446.826
949,BTC,10/18/2016,459.864,448.58599,463.76,448.347
950,BTC,10/19/2016,460.937,459.864,462.735,458.963
951,BTC,10/20/2016,459.708,460.937,461.48,457.154
952,BTC,10/21/2016,461.954,459.708,465.21,458.138
953,BTC,10/22/2016,455.39399,461.954,462.213,448.75699
954,BTC,10/23/2016,452.155,455.39399,455.938,451.832
955,BTC,10/24/2016,454.701,452.155,456.12299,448.731
956,BTC,10/25/2016,457.039,454.701,458.038,453.39099
957,BTC,10/26/2016,457.093,457.039,457.477,454.834
958,BTC,10/27/2016,458.64099,457.093,459.87299,456.325
959,BTC,10/28/2016,455.278,458.64099,458.927,452.33
960,BTC,10/29/2016,455.064,455.278,455.812,453.3
961,BTC,10/30/2016,454.494,455.064,456.734,454.243
962,BTC,10/31/2016,441.231,454.494,455.078,436.616
963,BTC,11/1/2016,443.953,441.231,445.075,440.43
964,BTC,11/2/2016,443.892,443.953,444.71099,440.292
965,BTC,11/3/2016,441.551,443.892,444.15,438.996
966,BTC,11/4/2016,445.489,441.551,445.756,441.551
967,BTC,11/5/2016,448.035,445.489,448.07,444.761
968,BTC,11/6/2016,449.278,448.035,450.979,447.784
969,BTC,11/7/2016,468.262,449.278,473.481,449.076
970,BTC,11/8/2016,490.847,468.262,491.246,468.262
971,BTC,11/9/2016,517.051,490.847,532.697,490.847
972,BTC,11/10/2016,530.917,517.051,546.764,509.12299
973,BTC,11/11/2016,538.23299,530.917,542.783,526.332
974,BTC,11/12/2016,529.04999,538.23299,547.85299,520.93
975,BTC,11/13/2016,539.568,529.04999,544.62799,528.587
976,BTC,11/14/2016,538.185,539.568,542.056,533.68599
977,BTC,11/15/2016,572.139,538.185,577.778,537.706
978,BTC,11/16/2016,580.343,572.139,592.028,564.155
979,BTC,11/17/2016,579.84899,580.343,583.309,569.327
980,BTC,11/18/2016,586.399,579.84899,591.98299,579.555
981,BTC,11/19/2016,577.226,586.399,589.682,566.165
982,BTC,11/20/2016,581.43599,577.226,584.989,574.546
983,BTC,11/21/2016,575.953,581.43599,582.56899,573.042
984,BTC,11/22/2016,584.87,575.953,586.45399,574.667
985,BTC,11/23/2016,634.205,584.87,635.269,583.31099
986,BTC,11/24/2016,683.226,634.205,686.275,629.08999
987,BTC,11/25/2016,696.155,683.226,720.847,674.396
988,BTC,11/26/2016,686.442,696.155,696.763,662.601
989,BTC,11/27/2016,733.357,686.442,733.692,674.249
990,BTC,11/28/2016,774.25,733.357,777.642,726.895
991,BTC,11/29/2016,737.386,774.25,774.505,710.688
992,BTC,11/30/2016,748.831,737.386,782.309,734.813
993,BTC,12/1/2016,759.903,748.831,766.929,743.566
994,BTC,12/2/2016,703.696,759.903,764.019,684.746
995,BTC,12/3/2016,658.013,703.696,714.289,632.72399
996,BTC,12/4/2016,582.249,658.013,678.105,552.91599
997,BTC,12/5/2016,658.08999,582.249,659.43999,561.331
998,BTC,12/6/2016,688.168,658.08999,693.544,638.721
999,BTC,12/7/2016,658.22399,688.168,689.808,645.874
1000,BTC,12/8/2016,645.091,658.22399,660.692,616.775
1001,BTC,12/9/2016,656.94399,645.091,662.35299,627.16099
1002,BTC,12/10/2016,635.357,656.94399,657.006,625.768
1003,BTC,12/11/2016,636.093,635.357,643.485,628.687
1004,BTC,12/12/2016,684.293,636.093,685.652,635.987
1005,BTC,12/13/2016,679.567,684.293,685.804,669.777
1006,BTC,12/14/2016,691.179,679.567,705.423,678.16375
1007,BTC,12/15/2016,671.741,691.179,695.597,647.745
1008,BTC,12/16/2016,680.351,671.741,683.394,668.5
1009,BTC,12/17/2016,677.872,680.351,680.466,663.218
1010,BTC,12/18/2016,672.814,677.872,681.231,667.93
1011,BTC,12/19/2016,641.476,672.814,673.906,612.258
1012,BTC,12/20/2016,655.85299,641.476,666.749,637.278
1013,BTC,12/21/2016,650.356,655.85299,662.76199,627.86899
1014,BTC,12/22/2016,657.747,650.356,661.439,640.618
1015,BTC,12/23/2016,649.136,657.747,659.50699,645.754
1016,BTC,12/24/2016,664.443,649.136,676.067,647.54
1017,BTC,12/25/2016,655.018,664.443,669.759,652.567
1018,BTC,12/26/2016,664.638,655.018,666.29099,652.486
1019,BTC,12/27/2016,667.56499,664.638,669.235,663.091
1020,BTC,12/28/2016,666.113,667.56499,667.94399,659.252
1021,BTC,12/29/2016,682.239,666.113,682.599,664.809
1022,BTC,12/30/2016,674.832,682.239,683.19,668.44399
1023,BTC,12/31/2016,674.008,674.832,675.756,668.426
1024,BTC,1/1/2017,663.034,674.008,674.852,660.693
1025,BTC,1/2/2017,667.747,663.034,668.197,663.034
1026,BTC,1/3/2017,655.725,667.747,668.058,646.154
1027,BTC,1/4/2017,655.895,655.725,657.438,649.758
1028,BTC,1/5/2017,661.284,655.895,664.918,653.583
1029,BTC,1/6/2017,656.418,661.284,662.306,654.12799
1030,BTC,1/7/2017,651.82899,656.418,657.72799,645.65
1031,BTC,1/8/2017,657.91599,651.82899,660.51,648.92499
1032,BTC,1/9/2017,656.427,657.91599,659.631,655.16099
1033,BTC,1/10/2017,657.681,656.427,659.25299,655.385
1034,BTC,1/11/2017,636.588,657.681,659.283,635.84899
1035,BTC,1/12/2017,622.37299,636.588,640.38199,617.048
1036,BTC,1/13/2017,602.227,622.37299,628.068,601.741
1037,BTC,1/14/2017,556.926,602.227,609.707,485.59125
1038,BTC,1/15/2017,579.52374,556.926,584.28,550.404
1039,BTC,1/16/2017,571.33875,579.52374,583.65125,561.745
1040,BTC,1/17/2017,575.87375,571.33875,580.3425,568.54875
1041,BTC,1/18/2017,589.51625,575.87375,593.37125,568.57
1042,BTC,1/19/2017,590.66125,589.51625,598.40125,585.45375
1043,BTC,1/20/2017,587.715,590.66125,594.3025,585.82
1044,BTC,1/21/2017,586.23875,587.715,590.6925,584.09124
1045,BTC,1/22/2017,595.81625,586.23875,600.85625,585.30625
1046,BTC,1/23/2017,582.9625,595.81625,598.4775,582.95
1047,BTC,1/24/2017,585.87375,582.9625,590.59875,582.86249
1048,BTC,1/25/2017,582.65,585.87375,590.08875,581.3125
1049,BTC,1/26/2017,572.9625,582.65,584.6775,564.79625
1050,BTC,1/27/2017,568.60749,572.9625,575.4025,561.2025
1051,BTC,1/28/2017,576.54125,568.60749,581.51125,566.45375
1052,BTC,1/29/2017,573.37249,576.54125,579.29375,569.47875
